file,package,system,tonnage,tier,position,brand,model,pdf_page,column,placeholder
sga_premium_4ton_best_2_trane_5txcc007as3hc.png,Premium,SGA,4,Best,2,Trane,5TXCC007AS3HC,3,left,0
sga_premium_4ton_best_3_trane_s8v2c080m5pcb.png,Premium,SGA,4,Best,3,Trane,S8V2C080M5PCB,3,left,0
sga_premium_4ton_best_4_trane_tlink360a2vvua.png,Premium,SGA,4,Best,4,Trane,TLINK360A2VVUA,3,left,0
sga_premium_4ton_better_1_trane_5ttr7048a1000.png,Premium,SGA,4,Better,1,Trane,5TTR7048A1000,3,right,0
sga_premium_4ton_better_2_trane_5txcb006as3hc.png,Premium,SGA,4,Better,2,Trane,5TXCB006AS3HC,3,right,0
sga_premium_4ton_better_3_trane_s8x1b080m4psc.png,Premium,SGA,4,Better,3,Trane,S8X1B080M4PSC,3,right,0
sga_premium_4ton_better_4_trane_tcont724as42da.png,Premium,SGA,4,Better,4,Trane,TCONT724AS42DA,3,right,0
sga_premium_4ton_budget_1_trane_5ttr4048a1000.png,Premium,SGA,4,Budget,1,Trane,5TTR4048A1000,4,right,0
sga_premium_4ton_budget_2_trane_5txcb006as3hc.png,Premium,SGA,4,Budget,2,Trane,5TXCB006AS3HC,4,right,0
sga_premium_4ton_budget_3_trane_s8x1b080m4psc.png,Premium,SGA,4,Budget,3,Trane,S8X1B080M4PSC,4,right,0
sga_premium_4ton_budget_4_trane_tcont724as42da.png,Premium,SGA,4,Budget,4,Trane,TCONT724AS42DA,4,right,0
sga_premium_4ton_good_1_trane_5ttr5048a1000.png,Premium,SGA,4,Good,1,Trane,5TTR5048A1000,4,left,0
sga_premium_4ton_good_2_trane_5txcc009as3hc.png,Premium,SGA,4,Good,2,Trane,5TXCC009AS3HC,4,left,0
sga_premium_4ton_good_3_trane_s8x1c080m5psc.png,Premium,SGA,4,Good,3,Trane,S8X1C080M5PSC,4,left,0
sga_premium_4ton_good_4_trane_tcont724as42da.png,Premium,SGA,4,Good,4,Trane,TCONT724AS42DA,4,left,0
sga_premium_3_5ton_budget_1_trane_5ttr4042a1000.png,Premium,SGA,3.5,Budget,1,Trane,5TTR4042A1000,5,right,0
sga_premium_3_5ton_budget_2_ameristar_5txcb006as3hc.png,Premium,SGA,3.5,Budget,2,Ameristar,5TXCB006AS3HC,5,right,0
sga_premium_3_5ton_budget_3_trane_s8x1b080m4psc.png,Premium,SGA,3.5,Budget,3,Trane,S8X1B080M4PSC,5,right,0
sga_premium_3_5ton_budget_4_trane_tcont724as42da.png,Premium,SGA,3.5,Budget,4,Trane,TCONT724AS42DA,5,right,0
sga_premium_3_5ton_good_1_trane_5ttr5042a1000.png,Premium,SGA,3.5,Good,1,Trane,5TTR5042A1000,5,left,0
sga_premium_3_5ton_good_2_ameristar_5txcc007as3hc.png,Premium,SGA,3.5,Good,2,Ameristar,5TXCC007AS3HC,5,left,0
sga_premium_3_5ton_good_3_trane_s8x1c080m5psc.png,Premium,SGA,3.5,Good,3,Trane,S8X1C080M5PSC,5,left,0
sga_premium_3_5ton_good_4_trane_tcont724as42da.png,Premium,SGA,3.5,Good,4,Trane,TCONT724AS42DA,5,left,0
sga_premium_3ton_best_1_trane_5ttv8x36a1000.png,Premium,SGA,3,Best,1,Trane,5TTV8X36A1000,6,left,0
sga_premium_3ton_best_2_trane_5txcb006as3hc.png,Premium,SGA,3,Best,2,Trane,5TXCB006AS3HC,6,left,0
sga_premium_3ton_best_3_trane_s8v2b060m4pcb.png,Premium,SGA,3,Best,3,Trane,S8V2B060M4PCB,6,left,0
sga_premium_3ton_best_4_trane_tlink360a2vvua.png,Premium,SGA,3,Best,4,Trane,TLINK360A2VVUA,6,left,0
sga_premium_3ton_better_1_trane_5ttr7036a1000.png,Premium,SGA,3,Better,1,Trane,5TTR7036A1000,6,right,0
sga_premium_3ton_better_2_trane_5txcb003as3hc.png,Premium,SGA,3,Better,2,Trane,5TXCB003AS3HC,6,right,0
sga_premium_3ton_better_3_trane_s8x1c080m5psc.png,Premium,SGA,3,Better,3,Trane,S8X1C080M5PSC,6,right,0
sga_premium_3ton_better_4_trane_tcont724as42da.png,Premium,SGA,3,Better,4,Trane,TCONT724AS42DA,6,right,0
sga_premium_3ton_budget_1_trane_5ttr4036a1000.png,Premium,SGA,3,Budget,1,Trane,5TTR4036A1000,7,right,0
sga_premium_3ton_budget_2_trane_5txcb004as3hc.png,Premium,SGA,3,Budget,2,Trane,5TXCB004AS3HC,7,right,0
sga_premium_3ton_budget_3_trane_s8x1b060m4psc.png,Premium,SGA,3,Budget,3,Trane,S8X1B060M4PSC,7,right,0
sga_premium_3ton_budget_4_trane_tcont724as42da.png,Premium,SGA,3,Budget,4,Trane,TCONT724AS42DA,7,right,0
sga_premium_3ton_good_1_trane_5ttr5036a1000.png,Premium,SGA,3,Good,1,Trane,5TTR5036A1000,7,left,0
sga_premium_3ton_good_2_trane_5txcb004as3hc.png,Premium,SGA,3,Good,2,Trane,5TXCB004AS3HC,7,left,0
sga_premium_3ton_good_3_trane_s8x1b060m4psc.png,Premium,SGA,3,Good,3,Trane,S8X1B060M4PSC,7,left,0
sga_premium_3ton_good_4_trane_tcont724as42da.png,Premium,SGA,3,Good,4,Trane,TCONT724AS42DA,7,left,0
sga_premium_2_5ton_budget_1_trane_5ttr4030a1000.png,Premium,SGA,2.5,Budget,1,Trane,5TTR4030A1000,8,right,0
sga_premium_2_5ton_budget_2_ameristar_5txcb003as3hc.png,Premium,SGA,2.5,Budget,2,Ameristar,5TXCB003AS3HC,8,right,0
sga_premium_2_5ton_budget_3_trane_s8x1b060m4psc.png,Premium,SGA,2.5,Budget,3,Trane,S8X1B060M4PSC,8,right,0
sga_premium_2_5ton_budget_4_trane_tcont724as42da.png,Premium,SGA,2.5,Budget,4,Trane,TCONT724AS42DA,8,right,0
sga_premium_2_5ton_good_1_trane_5ttr5030a1000.png,Premium,SGA,2.5,Good,1,Trane,5TTR5030A1000,8,left,0
sga_premium_2_5ton_good_2_runtru_5txcb006as3hcaa.png,Premium,SGA,2.5,Good,2,RunTru,5TXCB006AS3HCAA,8,left,0
sga_premium_2_5ton_good_3_trane_s8x1b080m4psc.png,Premium,SGA,2.5,Good,3,Trane,S8X1B080M4PSC,8,left,0
sga_premium_2_5ton_good_4_trane_tcont724as42da.png,Premium,SGA,2.5,Good,4,Trane,TCONT724AS42DA,8,left,0
sga_premium_2ton_best_1_trane_5ttv8x24a1000.png,Premium,SGA,2,Best,1,Trane,5TTV8X24A1000,9,left,0
sga_premium_2ton_best_2_trane_5txcb003as3hc.png,Premium,SGA,2,Best,2,Trane,5TXCB003AS3HC,9,left,0
sga_premium_2ton_best_3_trane_s8v2a040m3pcb.png,Premium,SGA,2,Best,3,Trane,S8V2A040M3PCB,9,left,0
sga_premium_2ton_best_4_trane_tlink360a2vvua.png,Premium,SGA,2,Best,4,Trane,TLINK360A2VVUA,9,left,0
sga_premium_2ton_better_1_trane_5ttr7024a1000.png,Premium,SGA,2,Better,1,Trane,5TTR7024A1000,9,right,0
sga_premium_2ton_better_2_trane_5txcb003as3hc.png,Premium,SGA,2,Better,2,Trane,5TXCB003AS3HC,9,right,0
sga_premium_2ton_better_3_trane_s8x1b040m2psc.png,Premium,SGA,2,Better,3,Trane,S8X1B040M2PSC,9,right,0
sga_premium_2ton_better_4_trane_tcont724as42da.png,Premium,SGA,2,Better,4,Trane,TCONT724AS42DA,9,right,0
sga_premium_2ton_budget_1_trane_5ttr4024a1000.png,Premium,SGA,2,Budget,1,Trane,5TTR4024A1000,10,right,0
sga_premium_2ton_budget_2_trane_5txca001as3hc.png,Premium,SGA,2,Budget,2,Trane,5TXCA001AS3HC,10,right,0
sga_premium_2ton_budget_3_trane_s8x1a040m3psc.png,Premium,SGA,2,Budget,3,Trane,S8X1A040M3PSC,10,right,0
sga_premium_2ton_budget_4_trane_tcont724as42da.png,Premium,SGA,2,Budget,4,Trane,TCONT724AS42DA,10,right,0
sga_premium_2ton_good_1_trane_5ttr5024a1000.png,Premium,SGA,2,Good,1,Trane,5TTR5024A1000,10,left,0
sga_premium_2ton_good_2_trane_5txcb003as3hc.png,Premium,SGA,2,Good,2,Trane,5TXCB003AS3HC,10,left,0
sga_premium_2ton_good_3_trane_s8x1b040m2psc.png,Premium,SGA,2,Good,3,Trane,S8X1B040M2PSC,10,left,0
sga_premium_2ton_good_4_trane_tcont724as42da.png,Premium,SGA,2,Good,4,Trane,TCONT724AS42DA,10,left,0
sga_premium_1_5ton_budget_1_trane_5ttr4018a1000.png,Premium,SGA,1.5,Budget,1,Trane,5TTR4018A1000,11,right,0
sga_premium_1_5ton_budget_2_ameristar_5txca001as3hc.png,Premium,SGA,1.5,Budget,2,Ameristar,5TXCA001AS3HC,11,right,0
sga_premium_1_5ton_budget_3_trane_s8x1a040m3psc.png,Premium,SGA,1.5,Budget,3,Trane,S8X1A040M3PSC,11,right,0
sga_premium_1_5ton_budget_4_trane_tcont724as42da.png,Premium,SGA,1.5,Budget,4,Trane,TCONT724AS42DA,11,right,0
sga_premium_1_5ton_good_1_trane_5ttr5018a1000.png,Premium,SGA,1.5,Good,1,Trane,5TTR5018A1000,11,left,0
sga_premium_1_5ton_good_2_ameristar_5txcb003as3hc.png,Premium,SGA,1.5,Good,2,Ameristar,5TXCB003AS3HC,11,left,0
sga_premium_1_5ton_good_3_trane_s8x1b040m2psc.png,Premium,SGA,1.5,Good,3,Trane,S8X1B040M2PSC,11,left,0
sga_premium_1_5ton_good_4_trane_tcont724as42da.png,Premium,SGA,1.5,Good,4,Trane,TCONT724AS42DA,11,left,0
