Item Name,Description,Mfg Part #,Category,Rate,Item Type
2 Ton XV17 SHP,INSTALL 2 TON XV17 SEER TRANE HEAT PUMP SYSTEM INCLUDING\CR \CRFeatures & Benefits\CR*Dual Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increased De-humid,,Sales:Trane:Split Heat Pump,17436.00000,Inventory
2 Ton XV18 SHP,INSTALL 2 TON XV18 SEER VARIABLE SPEED TRANE HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor Fan \CR*,,Sales:Trane:Split Heat Pump,19670.00000,Non Inventory
2 Ton XV20 SHP,INSTALL 2 TON XV20 TRANE HEAT PUMP SYSTEM COMPLETE\CR\CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increased De-humidifi,,Sales:Trane:Split Heat Pump,21412.00000,Non Inventory
2 Zone EWC Zone System,INSTALL 2 ZONE TRANE ZONING CONTROL SYSTEM COMPLETE INCLUDING      \CR- INDIVIDUAL THERMOSTAT CONTROLS FOR EACH ZONE      \CR- INSTALL DAMPERS FOR EACH ZO,,Sales:Zone Controls,2244.40000,Non Inventory
2 Zone Trane Zoning System,INSTALL 2 ZONE EWC ZONING CONTROL SYSTEM COMPLETE INCLUDING   \CR- INDIVIDUAL THERMOSTAT CONTROLS FOR EACH ZONE   \CR- INSTALL DAMPERS FOR EACH ZONE   \CR-,,Sales:Zone Controls,3043.60000,Non Inventory
2.5 Ton 14 SEER RunTru SGA,INSTALL 2.5 TON 14 SEER RUNTRU A/C WITH GAS FURNACE SYSTEM COMPLETE,,,10483.00000,Non Inventory
2.5 Ton 14-15 SEER AHU,INSTALL 14 SEER - 15 SEER COMPATIBLE 2.5 TON TRANE INDOOR UNIT COMPLETE INCLUDING,,Sales:Trane:Air Handler,0.00000,Non Inventory
2.5 Ton 14-20 SEER AHU,INSTALL 14 SEER - 20 SEER COMPATIBLE 2.5 TON TRANE INDOOR UNIT COMPLETE INCLUDING,,Sales:Trane:Air Handler,0.00000,Non Inventory
2.5 Ton CO 14 GP,INSTALL 2.5 TON CO 14 SEER CARRIER GAS PACKAGE UNIT\CR\CR\CR,,Sales:Carrier - Turn to the experts:Gas Package,13006.24000,Non Inventory
2.5 Ton CO 14 PHP,INSTALL 2.5 TON CO 14 SEER CARRIER PACKAGE HEAT PUMP\CR\CR,,Sales:Carrier - Turn to the experts:Carrier Package Heat Pump,12618.85000,Non Inventory
2.5 Ton CO 15 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
2.5 Ton Hyperion Air Handler,NEW Trane Hyperion Air Handler Installation Including:\CR\CR- Removal and disposal of old air handler\CR- Installation of a new variable-speed Hyperion air,,Sales:Trane:Air Handler,7754.23000,Inventory
2.5 Ton IN 18 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
2.5 Ton IN 24 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
2.5 Ton Muti-Speed Air Handler,NEW Installation TEM4 Multi-Speed Air Handler Including\CR\CR- Removal and proper disposal of existing air handler\CR- Installation of new Trane TEM4 multi-,,Sales:Trane:Air Handler,5716.77000,Inventory
2.5 Ton PDS,2.5 Ton PREMIUM SUPPLY & RETURN DUCTING SYSTEM\CRThis Installation Includes \CR-REMOVAL & DISPOSAL OF EXISTING SUPPLY & RETURN SYSTEM \CR-DAILY JOB-SITE,,Sales:New Ductwork,0.00000,Non Inventory
2.5 Ton PE 16 SGA,,,Sales,8607.00000,Non Inventory
2.5 Ton PE 16 SHP,INSTALL 2.5 TON PERFORMANCE 16 SEER  CARRIER HEAT PUMP\CRSYSTEM COMPLETE INCLUDING\CRFeatures & Benefits\CR*Single Speed Compressor\CR*Increased Humidity Remo,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,8562.00000,Inventory
2.5 Ton PE 17 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
2.5 Ton XL14C DF,INSTALL 2.5 TON XL14C SEER SINGLE SPEED TRANE DUAL FUEL SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*Variable Speed Indoor Fan \CR*I,,Sales:Trane:Dual Fuel Package,0.00000,Non Inventory
2.5 Ton XL15 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,14871.00000,Non Inventory
2.5 Ton XL15C GP,INSTALL 2.5 TON XL15C SEER SINGLE SPEED TRANE GAS PACKAGE  SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Dual Speed Compressor \CR*Variable Speed Indoor Fan \CR*,,Sales:Trane:Gas Package,8603.00000,Non Inventory
2.5 Ton XL15C PHP,INSTALL 2.5 TON XL15C SEER SINGLE SPEED TRANE HEAT PUMP PACKAGE SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*Variable Speed Indoor,,Sales:Trane:Packaged Heat Pump,8486.00000,Non Inventory
2.5 Ton XR14 RunTru PHP,INSTALL 3 TON 14 SEER RUN TRU HEAT PUMP PACKAGE UNIT COMPLETE\CR\CR,,Sales:Run Tru:RunTru Package Heat Pumps,10419.00000,Non Inventory
2.5 Ton XR14 RunTru SGA,INSTALL 2.5 TON 14 SEER A/C SPLIT SYSTEM WITH GAS FURNACE COMPLETE\CR\CRFeatures & Benefits\CR\CR*Single Stage Compressor\CR\CR*2 Speed Indoor Fan,,Sales:Run Tru:RunTru Split Gas A/C,11709.00000,Non Inventory
2.5 Ton XR14 RunTru SHP,INSTALL 2.5 TON XR14 SEER SINGLE SPEED RUNTRU HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliable,,Sales:Run Tru:RunTru Split Heat Pump,11966.59000,Non Inventory
2.5 Ton XR14 SGA,INSTALL 2.5 TON XR14 TRANE A/C WITH GAS FURNACE COMPLETE \CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliable Comfort,,Sales:Trane:Split Gas A/C,13115.00000,Non Inventory
2.5 Ton XR14 SHP,INSTALL 2.5 TON XR14 SEER SINGLE SPEED TRANE HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliable,,Sales:Trane:Split Heat Pump,13646.00000,Non Inventory
2.5 Ton XR14C GP,INSTALL 2.5 TON XR14C SEER SINGLE SPEED TRANE  GAS PACKAGE  SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reli,,Sales:Trane:Gas Package,13656.00000,Non Inventory
2.5 Ton XR14C PHP,INSTALL 2.5 TON XR14C SEER SINGLE SPEED TRANE HEAT PUMP PACKAGE SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*,,Sales:Trane:Packaged Heat Pump,13815.00000,Non Inventory
2.5 Ton XR15 RunTru SGA,INSTALL 2.5 TON 15 SEER A/C SPLIT SYSTEM WITH GAS FURNACE COMPLETE\CR\CRFeatures & Benefits\CR\CR*Single Stage Compressor\CR\CR*2 Speed Indoor Fan,,Sales:Run Tru:RunTru Split Gas A/C,12272.00000,Non Inventory
2.5 Ton XR15 SGA,INSTALL 2.5 TON XR15 TRANE A/C WITH GAS FURNACE COMPLETE,,Sales:Trane:Split Gas A/C,14119.00000,Non Inventory
2.5 Ton XR15 SHP,INSTALL 2.5 TON XR15 SEER SINGLE SPEED TRANE HEAT PUMP SYSTEM INCLUDING,,Sales:Trane:Split Heat Pump,16475.00000,Non Inventory
20 Mil Crawl Space Liner,Main Features:\CR-Reinforced Polyethylene liner is generally used as a vapor barrier to cover all of the ground in the crawl space. \CR- Improve Energy Ef,Li-DS20WW1200,,1257.42000,Inventory
20 TON RTU,INSTALL 20 TON CARRIER PACKAGE ROOFTOP HEAT PUMP UNIT COMPLETE INCLUDING,,Sales:Carrier - Turn to the experts:Roof Top Unit,20850.48000,Non Inventory
20 x 25 x 5 Pleated Filter,,,,92.00000,Inventory
20% Discount,20% Preferred Client Discount,,Service:Discounts,20.00000,Discount
200-Refrigerant,"ADD CORRECT AMOUNT OF REFRIGERANT COMPLETE INCLUDING -1) MONITOR REFRIGERANT LEVELS, MEASURE TEMPERATURES & PRESSURES -2) RECORD ALL DATA FOR FUTURE R",,Service:Service Repairs:Refrigerant,275.09000,Non Inventory
"""24,000 Carrier Mini-Split""","INSTALL 24,000 BTU CARRIER MINI SPLIT SYSTEM COMPLETE INCLUDING\CR\CRMOUNT INDOOR UNIT TO WALL IN DESIRED LOCATION\CRINSTALL AND CONNECT ALL COPPER REFRIGER",,Sales:Carrier - Turn to the experts:Carrier Ductless Mini Split,7719.06000,Non Inventory
24K 17S SZMS-Standard,INSTALL 24K BTU 17 SEER SAMSUNG SINGLE ZONE MINI SPLIT SYSTEM COMPLETE\CR\CR\CR,,Sales:Samsung Mini Splits,3875.00000,Non Inventory
24K 17S SZMS-Wind Free,INSTALL 24K BTU 17 SEER SAMSUNG *WIND FREE* SINGLE ZONE MINI SPLIT SYSTEM COMPLETE,,Sales:Samsung Mini Splits,5327.00000,Non Inventory
24K RunTru 17 SEER Mini-Split,"INSTALL 24,000 BTU 17 SEER RUN TRU MINI SPLIT HEAT PUMP SYSTEM COMPLETE",,Sales:Run Tru:RunTru Mini-Split,6294.00000,Non Inventory
24K RunTru 18 SEER Mini-Split,"INSTALL 24,000 BTU 18 SEER RUN TRU MINI SPLIT HEAT PUMP SYSTEM COMPLETE",,Sales:Run Tru:RunTru Mini-Split,7023.00000,Non Inventory
24K RunTru 23 SEER Mini-Split,"INSTALL 24,000 BTU 23 SEER RUN TRU MINI SPLIT HEAT PUMP SYSTEM COMPLET",,Sales:Run Tru:RunTru Mini-Split,7310.00000,Non Inventory
3 Pole Contactor,REPLACE MAIN OUTDOOR RELAY COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATIO,,Service:Service Repairs:Relays,532.37000,Non Inventory
3 Ton 14-15 SEER AHU,INSTALL 14 SEER - 15 SEER COMPATIBLE 3 TON TRANE INDOOR UNIT COMPLETE INCLUDING,,Sales:Trane:Air Handler,0.00000,Non Inventory
3 Ton 14-20 SEER AHU,INSTALL 14 SEER - 20 SEER COMPATIBLE 3 TON TRANE INDOOR UNIT COMPLETE INCLUDING,,Sales:Trane:Air Handler,0.00000,Non Inventory
3 Ton CO 14 GP,INSTALL 3 TON CO 14 SEER CARRIER GAS PACKAGE UNIT\CR\CR\CR,,Sales:Carrier - Turn to the experts:Gas Package,13351.37000,Non Inventory
3 Ton CO 14 PHP,INSTALL 3 TON CO 14 SEER CARRIER PACKAGE HEAT PUMP\CR\CR,,Sales:Carrier - Turn to the experts:Carrier Package Heat Pump,12994.50000,Non Inventory
3 Ton CO 15 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
3 Ton CO 15 SHP,INSTALL 3 TON COMFORT\CRSERIES 15 SEER CARRIER HEAT\CRPUMP SYSTEM COMPLETE\CRINCLUDING\CRFeatures & Benefits\CR*Single Speed Compressor\CR*Increased Humidity Remo,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,13118.93000,Inventory
3 Ton Concord Lynx 18 SHP,INSTALL 3 TON LYNX 18 VARIABLE SPEED CONCORD HEAT PUMP SYSTEM INCLUDING\CRFeatures & Benefits\CR*Variable Speed Compressor\CR*Variable Speed Indoor Fan\CR*Inc,,Sales:Concord:Concord Split Heat Pump,13208.15000,Non Inventory
3 Ton Hyperion Air Handler,NEW Trane Hyperion Air Handler Installation Including:\CR\CR- Removal and disposal of old air handler\CR- Installation of a new variable-speed Hyperion air,,Sales:Trane:Air Handler,7937.00000,Inventory
3 Ton IN 17 SGA,INSTALL 3 TON INFINITY 17 SEER CARRIER A/C GAS FURNACE\CRSYSTEM COMPLETE INCLUDING\CRFeatures & Benefits\CR*Variable Speed Compressor\CR*Increased Humidity Re,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,10684.00000,Non Inventory
3 Ton IN 18 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
3 Ton IN 18 SHP,INSTALL 3 TON INFINITY 18 SEER 5\CRSTAGE CARRIER HEAT PUMP\CRSYSTEM COMPLETE INCLUDING\CRFeatures & Benefits\CR*5 Stage Compressor Variable Speed\CRIndoor Fan\CR*,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,22991.54000,Inventory
3 Ton IN 19 SGA,INSTALL 3 TON INFINITY 19 SEER CARRIER A/C GAS FURNACE\CRSYSTEM COMPLETE INCLUDING\CRFeatures & Benefits\CR*Variable Speed Compressor\CR*Increased Humidity Re,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,12266.00000,Non Inventory
3 Ton IN 24 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
3 Ton IN 24 SHP,INSTALL 3 TON INFINITY 24 SEER  CARRIER HEAT PUMP\CRSYSTEM COMPLETE INCLUDING\CRFeatures & Benefits\CR*Variable Speed Compressor\CR*Increased Humidity Removal,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,25320.59000,Inventory
3 Ton IN 26 SGA,INSTALL 3 TON INFINITY 26 SEER  CARRIER GAS FURNACE\CRSYSTEM COMPLETE INCLUDING\CRFeatures & Benefits\CR*Variable Speed Compressor\CR*Increased Humidity Remov,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,14006.00000,Inventory
3 Ton IQ Air Perfect 16 Replace,REPLACE IQ Air Filters COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF OLD FILTERS,,Service:Service Repairs,475.00000,Non Inventory
3 Ton IQAir Perfect 16(Filters),PERFECT 16 IQ FILTERS DELIVERED TO YOUR DOOR,,Service:Service Repairs,395.00000,Non Inventory
3 Ton Multi-Speed Air Handler,NEW Installation TEM4 Multi-Speed Air Handler Including\CR\CR- Removal and proper disposal of existing air handler\CR- Installation of new Trane TEM4 multi-,,Sales:Trane:Air Handler,5874.62000,Inventory
3 Ton PDS,3 Ton PREMIUM SUPPLY & RETURN DUCTING SYSTEM\CRThis Installation Includes \CR-REMOVAL & DISPOSAL OF EXISTING SUPPLY & RETURN SYSTEM \CR-DAILY JOB-SITE CL,,Sales:New Ductwork,0.00000,Non Inventory
3 Ton PE 15 PHP,INSTALL 3 TON PE 15 SEER CARRIER PACKAGE HEAT PUMP\CR\CR,,Sales:Carrier - Turn to the experts:Carrier Package Heat Pump,15614.67000,Non Inventory
3 Ton PE 16 GP,INSTALL 3 TON PE 16 SEER CCARRIER GAS PACKAGE UNIT\CR\CR,,Sales:Carrier - Turn to the experts:Gas Package,16889.54000,Non Inventory
3 Ton PE 17 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
3 Ton PE 17 SHP,INSTALL 3 TON PERFORMANCE 16 SEER  CARRIER HEAT PUMP\CRSYSTEM COMPLETE INCLUDING\CRFeatures & Benefits\CR*Single Speed Compressor\CR*Increased Humidity Remova,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,18035.28000,Inventory
3 Ton XL14C DF,INSTALL 3 TON XL14C SEER SINGLE SPEED TRANE DUAL FUEL SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*Variable Speed Indoor Fan \CR*Inc,,Sales:Trane:Dual Fuel Package,16254.71000,Non Inventory
3 Ton XL15 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,15082.00000,Non Inventory
3 Ton XL15 SHP,,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,17562.00000,Non Inventory
3 Ton XL15C DF,INSTALL 3 TON XL15C SEER  TRANE DUAL FUEL SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Dual Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increased De-humi,,Sales:Trane:Dual Fuel Package,18473.40000,Non Inventory
3 Ton XL15C GP,INSTALL 3 TON XL15C SEER SINGLE SPEED TRANE GAS PACKAGE  SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Dual Speed Compressor \CR*Variable Speed Indoor Fan \CR*In,,Sales:Trane:Gas Package,15008.00000,Non Inventory
3 Ton XL15C PHP,INSTALL 3 TON XL15C SEER SINGLE SPEED TRANE HEAT PUMP PACKAGE SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor,,Sales:Trane:Packaged Heat Pump,15726.00000,Non Inventory
3 Ton XL17 SHP,,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,18776.00000,Non Inventory
3 Ton XR14 RunTru PHP,INSTALL 3 TON 14 SEER RUN TRU HEAT PUMP PACKAGE UNIT COMPLETE\CR\CR,,Sales:Run Tru:RunTru Package Heat Pumps,10915.00000,Non Inventory
3 Ton XR14 RunTru SGA,INSTALL 3 TON 14 SEER A/C SPLIT SYSTEM WITH GAS FURNACE COMPLETE\CR\CRFeatures & Benefits\CR\CR*Single Stage Compressor\CR\CR*2 Speed Indoor Fan,,Sales:Run Tru:RunTru Split Gas A/C,11991.00000,Non Inventory
3 Ton XR14 RunTru SHP,NSTALL 3 TON XR14 SEER SINGLE-SPEED RUNTRU HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliable Co,,Sales:Run Tru:RunTru Split Heat Pump,11957.20000,Non Inventory
3 Ton XR14 SGA,INSTALL 3 TON XR14 TRANE A/C WITH GAS FURNACE COMPLETE \CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliable Comfort,,Sales:Trane:Split Gas A/C,13271.00000,Non Inventory
3 Ton XR14 SHP,INSTALL 3 TON XR14 SEER SINGLE SPEED TRANE HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliable Co,,Sales:Trane:Split Heat Pump,13881.00000,Non Inventory
3 Ton XR14C GP,INSTALL 3 TON XR14C SEER SINGLE SPEED TRANE  GAS PACKAGE  SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliab,,Sales:Trane:Gas Package,13881.00000,Non Inventory
3 Ton XR14C PHP,INSTALL 3 TON XR14C SEER SINGLE SPEED TRANE HEAT PUMP PACKAGE SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Re,,Sales:Trane:Packaged Heat Pump,14602.00000,Non Inventory
3 Ton XR15 RunTru SGA,INSTALL 3 TON 15 SEER A/C SPLIT SYSTEM WITH GAS FURNACE COMPLETE\CR\CRFeatures & Benefits\CR\CR*Single Stage Compressor\CR\CR*2 Speed Indoor Fan,,Sales:Run Tru:RunTru Split Gas A/C,12502.00000,Non Inventory
3 Ton XR15 RunTru SHP,INSTALL3 TON XR15 SEER SINGLE-SPEED RUNTRU HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor Fan \CR*In,,Sales:Run Tru:RunTru Split Heat Pump,12955.02000,Non Inventory
3 Ton XR15 SGA,INSTALL 3 TON XR15 TRANE A/C WITH GAS FURNACE COMPLETE,,Sales:Trane:Split Gas A/C,14350.00000,Non Inventory
3 Ton XR15 SHP,INSTALL 3 TON XR15 SEER SINGLE SPEED TRANE HEAT PUMP SYSTEM INCLUDING,,Sales:Trane:Split Heat Pump,17036.00000,Non Inventory
3 Ton XR16 SGA,INSTALL 3 TON XR16 TRANE A/C WITH GAS FURNACE COMPLETE \CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increased De-humid,,Sales:Trane:Split Gas A/C,16907.00000,Non Inventory
3 Ton XR16 SHP,INSTALL 3 TON XR16 SEER DUAL STAGE TRANE HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Dual Stage Compressor \CR*Variable Speed Indoor Fan \CR*Increase,,Sales:Trane:Split Heat Pump,17985.00000,Inventory
3 Ton XV17 SGA,INSTALL 3 TON XR17 TRANE A/C WITH GAS FURNACE COMPLETE \CR\CRFeatures & Benefits\CR*Dual Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increased De-humidif,,Sales:Trane:Split Gas A/C,16933.00000,Non Inventory
3 Ton XV17 SHP,INSTALL 3 TON XR17 SEER DUAL SPEED TRANE HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Dual Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increase,,Sales:Trane:Split Heat Pump,18531.41000,Non Inventory
3 Ton XV18 SGA,INSTALL 3 TON XV18 TRANE A/C WITH GAS FURNACE COMPLETE \CR \CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increased De-hu,,Sales:Trane:Split Gas A/C,21441.00000,Non Inventory
3 Ton XV18 SHP,INSTALL 3 TON XV18 SEER VARIABLE SPEED TRANE HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor Fan \CR*,,Sales:Trane:Split Heat Pump,21208.00000,Non Inventory
3 Ton XV20 SGA,INSTALL 3 TON XV20 TRANE A/C WITH GAS FURNACE COMPLETE \CR\CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increased De-hum,,Sales:Trane:Split Gas A/C,25035.00000,Non Inventory
3 Ton XV20 SHP,INSTALL 3 TON XV20 TRANE HEAT PUMP SYSTEM COMPLETE\CR\CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increased De-humidifi,,Sales:Trane:Split Heat Pump,22903.00000,Non Inventory
3 Zone EWC Zone System,INSTALL 3 ZONE TRANE ZONING CONTROL SYSTEM COMPLETE INCLUDING      \CR- INDIVIDUAL THERMOSTAT CONTROLS FOR EACH ZONE      \CR- INSTALL DAMPERS FOR EACH ZO,,Sales:Zone Controls,3108.48000,Non Inventory
3 Zone Trane Zoning System,INSTALL 3 ZONE EWC ZONING CONTROL SYSTEM COMPLETE INCLUDING   \CR- INDIVIDUAL THERMOSTAT CONTROLS FOR EACH ZONE   \CR- INSTALL DAMPERS FOR EACH ZONE   \CR-,,Sales:Zone Controls,4041.60000,Inventory
3.5 Ton 14-15 SEER AHU,INSTALL 14 SEER - 15 SEER COMPATIBLE 3.5 TON TRANE INDOOR UNIT COMPLETE INCLUDING,,Sales:Trane:Air Handler,0.00000,Non Inventory
3.5 Ton 14-20 SEER AHU,INSTALL 14 SEER - 20 SEER COMPATIBLE 3.5 TON TRANE INDOOR UNIT COMPLETE INCLUDING,,Sales:Trane:Air Handler,0.00000,Non Inventory
3.5 Ton CO 14 GP,INSTALL 3.5 TON CO 14 SEER CARRIER GAS PACKAGE UNIT\CR\CR\CR,,Sales:Carrier - Turn to the experts:Gas Package,14090.93000,Non Inventory
3.5 Ton CO 14 PHP,INSTALL 3.5 TON CO 14 SEER CARRIER PACKAGE HEAT PUMP\CR\CR,,Sales:Carrier - Turn to the experts:Carrier Package Heat Pump,13579.11000,Non Inventory
3.5 Ton CO 15 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
3.5 Ton CO 15 SHP,,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,0.00000,Non Inventory
3.5 Ton IN 18 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
3.5 Ton IN 24 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
3.5 Ton PDS,3.5 Ton PREMIUM SUPPLY & RETURN DUCTING SYSTEM\CRThis Installation Includes \CR-REMOVAL & DISPOSAL OF EXISTING SUPPLY & RETURN SYSTEM \CR-DAILY JOB-SITE,,Sales:New Ductwork,0.00000,Non Inventory
3.5 Ton PE 16 SHP,INSTALL 3.5 TON PERFORMANCE 16 SEER  CARRIER HEAT PUMP\CRSYSTEM COMPLETE INCLUDING\CRFeatures & Benefits\CR*Single Speed Compressor\CR*Increased Humidity Remo,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,11251.00000,Inventory
3.5 Ton PE 17 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
3.5 Ton XL14C DF,INSTALL 3.5 TON XL14C SEER SINGLE SPEED TRANE DUAL FUEL SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*Variable Speed Indoor Fan \CR*I,,Sales:Trane:Dual Fuel Package,11510.00000,Non Inventory
3.5 Ton XL15 SGA,,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,15817.00000,Non Inventory
3.5 Ton XL15 SHP,,,Sales:Carrier - Turn to the experts:Carrier Split Heat Pump,18125.00000,Non Inventory
3.5 Ton XR14 RunTru PHP,INSTALL 3.5 TON 14 SEER RUN TRU HEAT PUMP PACKAGE UNIT COMPLETE\CR\CR,,Sales:Run Tru:RunTru Package Heat Pumps,11127.00000,Non Inventory
3.5 Ton XR14 RunTru SGA,INSTALL 3.5 TON 14 SEER A/C SPLIT SYSTEM WITH GAS FURNACE COMPLETE\CR\CRFeatures & Benefits\CR\CR*Single Stage Compressor\CR\CR*2 Speed Indoor Fan,,Sales:Run Tru:RunTru Split Gas A/C,12441.00000,Non Inventory
3.5 Ton XR14 RunTru SHP,INSTALL 3.5 TON XR14 SEER SINGLE SPEED RUNTRU HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliable,,Sales:Run Tru:RunTru Split Heat Pump,12426.76000,Non Inventory
3.5 Ton XR14 SGA,INSTALL 3.5 TON XR14 TRANE A/C WITH GAS FURNACE COMPLETE \CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliable Comfort,,Sales:Trane:Split Gas A/C,13815.00000,Non Inventory
3.5 Ton XR14 SHP,INSTALL 3.5 TON XR14 SEER SINGLE SPEED TRANE HEAT PUMP SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reliable,,Sales:Trane:Split Heat Pump,14395.00000,Non Inventory
3.5 Ton XR14C GP,INSTALL 3.5 TON XR14C SEER SINGLE SPEED TRANE  GAS PACKAGE  SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*Reli,,Sales:Trane:Gas Package,15546.00000,Non Inventory
3.5 Ton XR14C PHP,INSTALL 3.5 TON XR14C SEER SINGLE SPEED TRANE HEAT PUMP PACKAGE SYSTEM INCLUDING\CR\CRFeatures & Benefits\CR*Single Speed Compressor \CR*2 Speed Indoor Fan \CR*,,Sales:Trane:Packaged Heat Pump,14648.00000,Non Inventory
3.5 TON XR15 A/C,INSTALL 3.5 TON XR15 A/C WITH GAS FURNACE COMPLETE \CR\CRFeatures & Benefits\CR*Variable Speed Compressor \CR*Variable Speed Indoor Fan \CR*Increased De-humidif,,Sales:Carrier - Turn to the experts:Carrier Split Gas A/C,0.00000,Non Inventory
