Item Name,Description,Mfg Part #,Category,Rate,Item Type
Honeywell Control - ST9120,REPLACE FURNACE CONTROL BOARD COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE COMPONENT -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OP,,Service:Service Repairs:Gas Furnace Repairs:Circuit Boards,611.82000,Non Inventory
Honeywell T4 Thermostat,INSTALL NEW HONEYWELL T4 THERMOSTAT COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF EXISTING THERMOSTAT -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PRO,,Service:Service Repairs:Refrigeration Equipment / Coolers / Freezers / Milk Coolers:Thermostat,199.00000,Inventory
Honeywell Universal Pilot Kit,INSTALL INTERMITTENT PILOT IGNITION KIT COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF EXISTING STANDING PILOT SYSTEM -2) RUN TEST SYSTEM UPON COMPLETIO,,Service:Service Repairs:Gas Furnace Repairs,1016.99000,Non Inventory
Hot Surface Ign Control Board,REPLACE ELECTRONIC IGNITION CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE CONTROL -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPE,,Service:Service Repairs:Gas Combustion:Gas Furnace Repairs,574.37000,Non Inventory
Hot Surface Ignition,REPLACE GAS FURNACE IGNITOR COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE IGNITOR -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERAT,,Service:Service Repairs:Gas Furnace Repairs,296.16000,Non Inventory
Hotels / Hospitality,"15-25% based on units \CRAnnual service agreement \CR5+ units: 15%, 20+ units: 20%, 50+: 25%\CR",,,0.00000,Discount
Hours,,,,0.00000,Non Inventory
Humidity Analysis,Part of what makes our system analysis more complete is the humidity assessment. We measure and evaluate indoor humidity to identify issues that might,,Service:Service Repairs:Home Diagnosis Services,169.00000,Non Inventory
HVAC - Static Pressure Kit,PERFORM COOLING PERFORMANCE ANALYSIS COMPLETE INCLUDING -1) MONITOR AIR STATIC PRESSURE OF SYSTEM TO DETERMINE COOLING PERFORMANCE -2) MONITOR REFRIGE,,HVAC Performance Diagnostics,358.67000,Non Inventory
HVAC Duct Design,"DETAILED DUCTING DESIGN FOR STRUCTURE AS DICTATED BY LOAD ANALYSIS. INCLUDES SIZING OF DUCTING, VENT LOCATIONS, LENGTH OF PIPING AND ANY OTHER INFO RE",,Service:HVAC Knowledge Work,233.33000,Non Inventory
HVAC Lease,,,,172.00000,Inventory
HVAC Pre-Sale Inspection,PERFORM HVAC PRE-SALE INSPECTION COMPLETE INCLUDING   *MONITOR SYSTEM PERFORMANCE  *MONITOR REFRIGERANT DATA & RECORD DATA  *NOTIFY CURRENT OWNER OF A,,Service:Service Repairs:Inspections:Pre-Sale Inspections,225.33000,Non Inventory
Ice Machine Cleaning Dirty,PERFORM THOROUGH PRECISION CLEANING TO ICE MACHINE COMPLETE INCLUDING  -1) CIRCULATE FOOD GRADE ICE MACHINE CLEANER THROUGH WATER DISTRIBUTION SYSTEM,,Service:Service Repairs:Ice Machine,285.12000,Non Inventory
Ice Machine Cleaning Routine,PERFORM THOROUGH PRECISION CLEANING TO ICE MACHINE COMPLETE INCLUDING  -1) CIRCULATE FOOD GRADE ICE MACHINE CLEANER THROUGH WATER DISTRIBUTION SYSTEM,,Service:Service Repairs:Ice Machine,198.12000,Non Inventory
Ice Machine Maintenance,,,,169.00000,Non Inventory
Ice Machine Part Replacement,,,Service:Service Repairs:Ice Machine,0.00000,Inventory
Ice Machine Service up to 1 Hr.,ICE MACHINE SERVICE CALL & DIAGNOSIS,,Service:Service Repairs:Ice Machine,139.00000,Non Inventory
Ice Machine Service up to 2 Hr.,ICE MACHINE SERVICE CALL & DIAGNOSIS,,Service:Service Repairs:Ice Machine,169.00000,Non Inventory
ICP Fan Control Board,REPLACE INDOOR FAN CONTROL BOARD COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE COMPONENT -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER,,Service:Service Repairs:Circuit Boards,480.21000,Non Inventory
Indoor Blower Motor - 1200,INSTALL NEW INDOOR BLOWER MOTOR COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR\CR* Disconnect power and verify system safety prior to rep,,Service:Service Repairs:Gas Furnace Repairs:Motors,3456.31000,Non Inventory
Indoor Blower Motor - 150,INSTALL NEW INDOOR BLOWER MOTOR COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR\CR* Disconnect power and verify system safety prior to rep,,Service:Service Repairs:Gas Furnace Repairs:Motors,860.00000,Non Inventory
Indoor Blower Motor - 1500,INSTALL NEW INDOOR BLOWER MOTOR COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR\CR* Disconnect power and verify system safety prior to rep,,Service:Service Repairs:Gas Furnace Repairs:Motors,4227.74000,Non Inventory
Indoor Blower Motor - 350,INSTALL NEW INDOOR BLOWER MOTOR COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR\CR* Disconnect power and verify system safety prior to rep,,Service:Service Repairs:Gas Furnace Repairs:Motors,1270.60000,Non Inventory
Indoor Blower Motor - 500,INSTALL NEW INDOOR BLOWER MOTOR COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR\CR* Disconnect power and verify system safety prior to rep,,Service:Service Repairs:Gas Furnace Repairs:Motors,1552.62000,Non Inventory
Indoor Blower Motor - 700,INSTALL NEW INDOOR BLOWER MOTOR COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR\CR* Disconnect power and verify system safety prior to rep,,Service:Service Repairs:Gas Furnace Repairs:Motors,2170.60000,Non Inventory
Indoor Blower Motor - 900,INSTALL NEW INDOOR BLOWER MOTOR COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR\CR* Disconnect power and verify system safety prior to rep,,Service:Service Repairs:Gas Furnace Repairs:Motors,2684.88000,Non Inventory
Indoor Blower Wheel Clean,PERFORM INDOOR BLOWER CLEANING COMPLETE INCLUDING -1) REMOVAL OF BLOWER HOUSING FROM CABINET -2) DEEP CHEMICAL CLEAN TO REMOVE ALL DIRT AND DEBRIS -3),,Service:Service Repairs:Precision Cleanings:Motors,330.63000,Non Inventory
Indoor Blower Wheel Stand-Alone,REPLACE BLOWER WHEEL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION & RE,,Service:Service Repairs:Motors,664.68000,Non Inventory
Indoor Blower Wheel/ Mtr Repair,REPLACE BLOWER WHEEL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION & RE,,Service:Service Repairs:Motors,408.01000,Non Inventory
Indoor Coil Cleaning L1,PERFORM PRECISION CLEANING TO INDOOR COIL COMPLETE INCLUDING -1) REMOVAL ALL NECESSARY PANELS TO ACCESS ALL POINTS OF COIL,,Service:Service Repairs:Precision Cleanings,356.99000,Non Inventory
Indoor Coil Cleaning L2,PERFORM PRECISION CLEANING TO INDOOR COIL COMPLETE INCLUDING -1) REMOVAL ALL NECESSARY PANELS TO ACCESS ALL POINTS OF COIL,,Service:Service Repairs:Precision Cleanings,542.29000,Inventory
Indoor Coil Repair,The indoor coil is covered under a three month warranty.,,,2011.63000,Non Inventory
Indoor Evaporator Coil,REPLACE INDOOR COIL COMPLETE INCLUDING \CR* Reclaim all refrigerant from system \CR* Removal & Disposal of Defective Evaporator Coil \CR* Install New Ind,,Service:Service Repairs:Coils,0.00000,Non Inventory
Indoor Gas Furnace Cleaning,REMOVAL OF BURNERS FOR CLEANING AND SERVICING,,Service:Service Repairs:Gas Combustion:Gas Furnace Repairs,305.33000,Non Inventory
Indoor Sensor,REPLACE INDOOR SENSOR COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE SENSOR -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION & R,,Service:Service Repairs:Electrical Repairs,276.00000,Inventory
Inducer Draft Collector Box,REPLACE COLLECTOR BOX COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE COLLECTOR BOX-2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATI,,Service:Service Repairs:Gas Furnace Repairs,435.87000,Non Inventory
Inducer Draft Motor,REPLACE INDUCER DRAFT MOTOR COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE MOTOR -2) RUN TEST SYSTEM UPON COMPLETION OF REPAIR -3) 3 MONTH REP,,Service:Service Repairs:Gas Furnace Repairs,807.49000,Non Inventory
Inducer Draft Mtr,REPLACE INDUCER DRAFT MOTOR COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE MOTOR -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATIO,,Service:Service Repairs:Gas Furnace Repairs:Motors,807.49000,Non Inventory
Induct Air Purifier,INSTALL WHOLE HOUSE IN-DUCT AIR PURIFIER COMPLETE INCLUDING -INSTALLATION OF ELECTRICAL SUPPLY TO AIR PURIFIER UNIT -1 YR. REPLACEMENT COVERAGE BY GIE,,Sales:Indoor Air Quality,1326.67000,Non Inventory
Insect Damage Repair,REMOVE INSECTS FROM AFFECTED AREA AND PERFORM OPERATIONAL CHECK TO DETERMINE INTEGRITY OF AFFECTED SYSTEM COMPONENTS,,Service:Service Repairs:Precision Cleanings,100.00000,Non Inventory
Inspection,PERFORM INSPECTION ON SYSTEM INCLUDING -1) MONITOR REFRIGERANT LEVELS -2) PERFORM INSPECTION OF COIL ON OUTDOOR UNIT AS NEEDED -3) MONITOR AMPERAGE &,,,169.00000,Non Inventory
Inspection Summary,HVAC SYSTEM WAS INSPECTED AND FOUND TO BE IN GOOD WORKING CONDITION AT TIME OF SERVICE.,,Service:Service Repairs:Inspections:Pre-Sale Inspections,0.00000,Non Inventory
Install New,,,Sales,0.00000,Non Inventory
Install New Item,,,Sales,0.00000,Non Inventory
Installation,,,,0.00000,Non Inventory
Installation Includes - AHU,Air Handler \CROption A . \CRThis Installation Includes \CR-REMOVAL & DISPOSAL OF EXISTING INDOOR HVAC EQUIPMENT\CR-DAILY JOB-SITE CLEAN-UP \CR-RECONNECT TO EXI,,Sales:Installation Includes,0.00000,Non Inventory
Installation Includes - MS,Option A. \CRThis Installation Includes \CR-DAILY JOB-SITE CLEAN-UP \CR-CONNECT TO HIGH VOLTAGE POWER AT DISCONNECTS\CR-INSTALL ALL LOW AND HIGH VOLTAGE WIRIN,,Sales:Installation Includes,0.00000,Non Inventory
Installation Includes - NC,Option A. \CRThis Installation Includes \CR-DAILY JOB-SITE CLEAN-UP \CR-CONNECT TO HIGH VOLTAGE POWER AT DISCONNECTS\CR-INSTALL ALL LOW VOLTAGE WIRING \CR-INSTA,,Sales:Installation Includes,0.00000,Non Inventory
Installation Includes - RNDS,Replacement with New Duct System \CROption A. \CRThis Installation Includes \CR-REMOVAL & DISPOSAL OF EXISTING HVAC EQUIPMENT\CR-REMOVAL & DISPOSAL OF EXISTIN,,Sales:Installation Includes,0.00000,Non Inventory
Installations - NoDS - Package Unit,Replacement with No Duct System \CROption A. \CRThis Installation Includes \CR-REMOVAL & DISPOSAL OF EXISTING HVAC EQUIPMENT\CR-DAILY JOB-SITE CLEAN-UP \CR-RECO,,Sales:Installation Includes,0.00000,Non Inventory
Installations - NoDS - Split System,Replacement with No Duct System \CROption A. \CRThis Installation Includes \CR-REMOVAL & DISPOSAL OF EXISTING HVAC EQUIPMENT\CR-DAILY JOB-SITE CLEAN-UP \CR-RECO,,Sales:Installation Includes,0.00000,Non Inventory
Insufficient Funds Fee,,,,0.00000,Non Inventory
Insulate-A-Boot,INSULATE EXISTING FLOOR OR CEILING BOOT COMPLETE INCLUDING -1) INSTALLATION OF INSULATION -2) SEAL BOOT TO CEILING / FLOOR,,Service:Service Repairs:Ductwork Repairs / Modifications,200.00000,Non Inventory
Insulate-A-Boot(Diff Access),INSULATE EXISTING FLOOR OR CEILING BOOT COMPLETE INCLUDING -1) INSTALLATION OF INSULATION -2) SEAL BOOT TO CEILING / FLOOR,,Service:Service Repairs:Ductwork Repairs / Modifications,266.67000,Non Inventory
Insulation,,,,12.48000,Non Inventory
Internal Tankless Water Heater,INSTALL INDOOR TANKLESS WATER HEATER COMPLETE INCLUDING\CR1) REMOVAL & DISPOSAL OF EXISTING WATER HEATER \CR2) UPGRADE HIGH VOLTAGE ELECTRICAL AS NEEDED,,Service:Service Repairs:Water Heater,4334.67000,Non Inventory
IQ AIR INSTALL,,,,3350.00000,Non Inventory
IQair,,,,3350.00000,Non Inventory
Joist Cleaning and Remediation,Remove all visible mold/mildew growth from floor joists\CRClean and treat affected wood surfaces\CRHEPA vacuum debris\CRApply antimicrobial treatment (if re,,,0.00000,Non Inventory
Labor,,,,0.00000,Non Inventory
Large Room Air Purifier,INSTALL LARGE ROOM AIR PURIFIER COMPLETE INCLUDING -1 YR. REPLACEMENT COVERAGE BY GIESBRECHT,,Sales:Indoor Air Quality,798.67000,Non Inventory
Larry Rhodes' Maintenance,,,,219.00000,Non Inventory
Leak-Free System Program,"💧 Leak-Free System Guarantee Package – $3,000\CRProtect your home from water damage and gain peace of mind with our all-in-one leak prevention solution",,Maintenance,3000.00000,Inventory
Lease,,,,141.83000,Non Inventory
Lease Payment Plan,,,,294.58000,Non Inventory
Lennox Merv 16 Replace Filters,INSTALL NEW MERV 16 LENNOX FILTER 20X25X5,,Service:Service Repairs,111.20000,Non Inventory
Limit Control,REPLACE LIMIT CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE CONTROL -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION &,,Service:Service Repairs:Gas Furnace Repairs,223.44000,Non Inventory
Load Analysis,"PERFORM CUSTOM LOAD ANALYSIS ON STRUCTURE INCLUDING MEASUREMENT OF SQUARE FOOTAGE, WINDOWS, DOORS, INSULATION, & ANY OTHER RELEVANT DATA TO COMPLETING",,Service:HVAC Knowledge Work,466.67000,Non Inventory
Low / Hi Pressure Control,REPLACE PRESSURE CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE CONTROL -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION,,Service:Service Repairs:Refrigeration Equipment / Coolers / Freezers / Milk Coolers,250.27000,Non Inventory
Low Voltage Fuse,REPLACE LOW VOLTAGE FUSE COMPLETE INCLUDING\CR- REMOVAL & DISPOSAL OF DEFECTIVE PARTS\CR- MONITOR SYSTEM & RECORD ALL DATA FOR FUTURE REFERENCE,,,53.48000,Inventory
Low/High Pressure Johnson Ctrls,REPLACE JOHNSON CONTROLS PRESSURE REFRIGERATION CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE CONTROL -2) RUN TEST SYSTEM UPON COMPLE,,Service:Service Repairs:Refrigeration Equipment / Coolers / Freezers / Milk Coolers,635.27000,Non Inventory
Maintenance / Filters,This Plan Includes the Following\CR- 12 MONTH COVERAGE\CR-INCLUDES A FREE PRECISION HEATING TUNE-UP\CR-INCLUDES A FREE PRECISION COOLING TUNE-UP\CR-LOWER UTIL,,,367.00000,Non Inventory
Maintenance 5+ Systems,GIESBRECHT MAINTENANCE PROGRAM\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- 2 PRECISION TUNE-UPS EACH YEAR EVERY 6 MONTHS. \CR- LOWER U,,,1164.00000,Non Inventory
Maintenance Agreement,,,,199.00000,Non Inventory
Maintenance Cancellation Fee,,,,50.00000,Inventory
Maintenance Plan 1.5,GIESBRECHT MAINTENANCE PROGRAM\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- 2 PRECISION TUNE-UPS EACH YEAR EVERY 6 MONTHS. \CR- LOWER U,,,249.00000,Non Inventory
Maintenance Plan 2.0,GIESBRECHT MAINTENANCE PROGRAM\CRThis Program Includes the Following\CR- 10 YEAR COVERAGE\CR- 2 PRECISION TUNE-UPS EACH YEAR EVERY 6 MONTHS. \CR- LOWER UTILIT,,,2000.00000,Non Inventory
Maintenance Program,\CRGiesbrecht Maintenance Program\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- 2 PRECISION TUNE-UPS ON 3) Units EACH YEAR EVERY 6 MONTHS. \CR,,Maintenance:Maintenance Program,766.00000,Non Inventory
Maintenance Program 1 Unit,Giesbrecht Maintenance Program 1 Unit\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- 2 PRECISION TUNE-UPS EACH YEAR EVERY 6 MONTHS. \CR-,,Maintenance:Maintenance Program,199.00000,Non Inventory
Maintenance Program 1 Unit *,Giesbrecht Maintenance Program 1 Unit\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- 2 PRECISION TUNE-UPS EACH YEAR EVERY 6 MONTHS. \CR-,,Maintenance:Maintenance Program,229.00000,Non Inventory
Maintenance Program 2 Units,Giesbrecht Maintenance Program 2 Unit\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- 2 PRECISION TUNE-UPS EACH YEAR EVERY 6 MONTHS. \CR-,,Maintenance:Maintenance Program,388.00000,Non Inventory
Maintenance Program 2 Units*,Giesbrecht Maintenance Program 2 Unit\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- 2 PRECISION TUNE-UPS EACH YEAR EVERY 6 MONTHS. \CR-,,Maintenance:Maintenance Program,448.00000,Non Inventory
Maintenance Program 3 Units,Giesbrecht Maintenance Program 3 Unit\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- 2 PRECISION TUNE-UPS EACH YEAR EVERY 6 MONTHS. \CR-,,Maintenance:Maintenance Program,567.00000,Non Inventory
Maintenance Program 3 Units*,Giesbrecht Maintenance Program 3 Unit\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- 2 PRECISION TUNE-UPS EACH YEAR EVERY 6 MONTHS. \CR-,,Maintenance:Maintenance Program,657.00000,Non Inventory
Maintenance Program 4 Units,Giesbrecht Maintenance Program 4 Unit\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- 2 PRECISION TUNE-UPS EACH YEAR EVERY 6 MONTHS. \CR-,,Maintenance:Maintenance Program,736.00000,Non Inventory
Maintenance Program 4 Units*,Giesbrecht Maintenance Program 4 Unit\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- 2 PRECISION TUNE-UPS EACH YEAR EVERY 6 MONTHS. \CR-,,Maintenance:Maintenance Program,856.00000,Non Inventory
Maintenance Program 5 Units,Giesbrecht Maintenance Program 5 Unit\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- 2 PRECISION TUNE-UPS EACH YEAR EVERY 6 MONTHS. \CR-,,Maintenance:Maintenance Program,895.00000,Non Inventory
Maintenance Program 5 Units*,Giesbrecht Maintenance Program 5 Unit\CRThis Program Includes the Following\CR- 12 MONTH COVERAGE\CR- 2 PRECISION TUNE-UPS EACH YEAR EVERY 6 MONTHS. \CR-,,Maintenance:Maintenance Program,1055.00000,Non Inventory
Manitowoc Circuit Board,Manitowoc Ice Machine Circuit Board,,Service:Service Repairs:Ice Machine,2142.85000,Non Inventory
Manitowoc Condenser Coil,REPLACE CONDENSER COIL ON ICE MACHINE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE PART -2) PERFORM EVACUATION ON SYSTEM PRIOR TO ADDING REF,,Service:Service Repairs:Ice Machine,1543.85000,Non Inventory
Manitowoc Ice Probe Sensor,REPLACE ICE THICKNESS PROBE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE PROBE -2) MONITOR PERFORMANCE OF MACHINE TO ENSURE CORRECT OPERATIO,,Service:Service Repairs:Ice Machine,464.64000,Non Inventory
Manitowoc Water Level Sensor,Manitowoc Water Level Sensor,,Service:Service Repairs:Ice Machine,387.12000,Non Inventory
"""MARS Air Curtain 84""""","THE MARS STD296-2UA-OB/99-014 STANDARD 2 SERIES AIR CURTAIN HAS TWO  1⁄2-HORSEPOWER MOTORS THAT ARE QUIET, SO THEY WILL NOT DISRUPT EMPLOYESS AND CUTS",,,2011.57000,Inventory
Material,,,,0.00000,Non Inventory
Materials,,,,0.00000,Inventory
Mechanical Defrost Control,REPLACE MECHANICAL DEFROST CONTROL COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER,,Service:Service Repairs:Defrost Controls,360.85000,Non Inventory
Medical / Dental Offices,15% professional discount \CRBi-annual maintenance required \CRMulti-location practices: 20%\CR,,,15.00000,Discount
Metal Emergency Drain Pan,INSTALL NEW METAL EMERGENCY DRAIN PAN COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE DRAIN PAN -2) 1 YR. REPLACEMENT COVERAGE BY GIESBRECHT,,Service:Service Repairs:Condensate,680.08000,Non Inventory
Military & Veterans,"Eligible Groups: Active duty, Retired, National Guard, Reserves, Military spouses\CRVerification: Military ID, DD-214, VA Card\CR",,,18.00000,Discount
Milk Tank Agitator Motor,REPLACE AGITATOR DRIVE COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE DRIVE -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION & R,,Service:Service Repairs:Refrigeration Equipment / Coolers / Freezers / Milk Coolers:Motors,2564.89000,Non Inventory
Mini Split Indoor Cleaning L1,PERFORM PRECISION CLEANING TO MINI SPLIT INDOOR UNIT COMPLETE INCLUDING -1) REMOVAL ALL PANELS & COVERS TO ACCESS INDOOR FAN & COIL COMPLETE -2) MONIT,,Service:Service Repairs:Precision Cleanings,350.52000,Non Inventory
Mini Split Indoor Cleaning L2,PERFORM PRECISION CLEANING TO MINI SPLIT INDOOR UNIT COMPLETE INCLUDING -1) REMOVAL ALL PANELS & COVERS TO ACCESS INDOOR FAN & COIL COMPLETE -2) MONIT,,Service:Service Repairs:Precision Cleanings,541.64000,Non Inventory
Mini Split Replacement Filters,NEW DAIKIN MINI-SPLIT AIR FILTERS -1) DELIVERED TO YOUR DOORSTEP -2) 1 YR. GIESBRECHT REPLACEMENT COVERAGE,,Service:Service Repairs,126.64000,Non Inventory
Misc. Discount,,,,0.00000,Non Inventory
Misc. Repair,,,,0.00000,Inventory
Mobile Home Flex Crossover Duct,INSTALL FLEXIBLE CROSSOVER DUCT COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF EXISITNG DUCTWORK -2) AIR SEAL ALL CONNECTIONS,,Service:Service Repairs:Ductwork Repairs / Modifications,733.33000,Non Inventory
Mobile Home Installation,,,Sales,0.00000,Inventory
Mobile Home Mtl Crossover Duct,INSTALL METAL CROSSOVER DUCT COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF EXISTING DUCTWORK -2) AIR SEAL ALL CONNECTIONS,,Service:Service Repairs:Ductwork Repairs / Modifications,1000.00000,Non Inventory
Monthly Filter Maintenance P...,,,,550.00000,Non Inventory
Motor Belt,REPLACE MOTOR BELT COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE BELT -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION & RECORD,,Service:Service Repairs:Motors,144.28000,Non Inventory
MRK EWC 3 Wire Damper Motor,REPLACE DAMPER MOTOR COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE (PART) -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION & RE,,Service:Service Repairs:Motors,402.87000,Non Inventory
Nano Filter Install,"INSTALL NANO MAX FILTER COMPLETE WITH 2"" RETURN GRILL COMPLETE - THIS IS FOR THE INITIAL INSTALLATION OF A NANO MAX",,Sales:Indoor Air Quality:IQ Air,269.00000,Non Inventory
Nano Max 14x25x2,NANOMAX 14X25X2 PLEATED FILTER #15,,Sales:Indoor Air Quality:IQ Air,169.00000,Non Inventory
Nano Max 16x25x2,NANOMAX 16X25X2 PLEATED FILTER #20,,Sales:Indoor Air Quality:IQ Air,169.00000,Non Inventory
Nano Max 20X20X2,NANOMAX 20X20X2 PLEATED FILTER #24,,Sales:Indoor Air Quality:IQ Air,169.00000,Inventory
Nano Max 20x25x2,NANOMAX 20X25X2 PLEATED FILTER #26,,Sales:Indoor Air Quality:IQ Air,169.00000,Non Inventory
Nano Max 30x20x2,NANOMAX 30X20X2 PLEATED FILTER #27,,Sales:Indoor Air Quality:IQ Air,169.00000,Non Inventory
NCI CO Detector/Giesbrecht,"INSTALL LOW LEVEL CARBON MONOXIDE MONITOR COMPLETE INCLUDING - LIFETIME REPLACEMENT COVERAGE BY GIESBRECHT HVAC, INC.",,Service:Service Repairs:Co Detectors,265.00000,Non Inventory
NCI CO Detector/Homeowner,INSTALL LOW-LEVEL NCI CARBON MONOXIDE MONITOR COMPLETE INCLUDING -1) 3 YR. REPLACEMENT COVERAGE BY GIESBRECHT,,Service:Service Repairs:Co Detectors,185.00000,Non Inventory
Neighborhood Concierge Agr.,,,,0.00000,Non Inventory
Neighborhood Concierge Discount,Neighborhood Concierge 15% Discount,,Service:Discounts,15.00000,Discount
New Construction,,,,7876.00000,Non Inventory
NHC l Energy Analysis,Perform Energy Analysis of Home including \CR-Document all major electric appliance electric usage \CR-Evaluate actual electric usage against energy bill,,,55.00000,Non Inventory
NON PLEAT FILTER 15-1/4X19-1/4,1 CASE OF 15-1/4X19-1/4 NON PLEATED FILTERS,,Service:Service Repairs,0.00000,Inventory
Nordyne Fan Control Board,REPLACE FAN CONTROL BOARD COMPLETE INCLUDING -1) REMOVAL & DISPOSAL OF DEFECTIVE BOARD -2) RUN TEST SYSTEM UPON COMPLETION TO ENSURE PROPER OPERATION,,Service:Service Repairs:Circuit Boards,504.72000,Non Inventory
Notes,\CR\CR,,,0.00000,Non Inventory
NU-I2000S Water Filter,NEW NU-I2000S ICE MAKER WATER FILTER COMPLETE INCLUDING -1) DROP SHIP DELIVERY TO YOUR LOCATION,,Service:Service Repairs:Ice Machine,151.56000,Non Inventory
Outdoor Blower Motor - 1200,INSTALL NEW OUTDOOR BLOWER MOTOR COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR\CR* Disconnect power and verify system safety prior to re,,Service:Service Repairs:Gas Furnace Repairs:Motors,3456.31000,Non Inventory
Outdoor Blower Motor - 150,INSTALL NEW OUTDOOR BLOWER MOTOR COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR\CR* Disconnect power and verify system safety prior to re,,Service:Service Repairs:Gas Furnace Repairs:Motors,860.00000,Non Inventory
Outdoor Blower Motor - 1500,INSTALL NEW OUTDOOR BLOWER MOTOR COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR\CR* Disconnect power and verify system safety prior to re,,Service:Service Repairs:Gas Furnace Repairs:Motors,4227.74000,Non Inventory
Outdoor Blower Motor - 350,INSTALL NEW OUTDOOR BLOWER MOTOR COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR\CR* Disconnect power and verify system safety prior to re,,Service:Service Repairs:Gas Furnace Repairs:Motors,1270.60000,Non Inventory
Outdoor Blower Motor - 500,INSTALL NEW OUTDOOR BLOWER MOTOR COMPLETE INCLUDING\CRThis Installation Includes the Following:\CR\CR* Disconnect power and verify system safety prior to re,,Service:Service Repairs:Gas Furnace Repairs:Motors,1552.62000,Non Inventory
